Transaction_ID,Customer_ID,Account_ID,Transaction_Date,Transaction_Amount,Transaction_Type,Merchant_ID,Location_ID,Device_ID,Payment_Method,Status,Fraud_Flag
TXN03004,CUST0142,ACC0142,2023-06-29,5937.39,Debit,MERCH082,LOC026,DEV187,Card,Success,0
TXN03005,CUST0071,ACC0071,2023-12-16,47632.4,Debit,MERCH055,LOC037,DEV189,Card,Success,0
TXN03006,CUST0476,ACC0476,2023-01-26,27542.63,Credit,MERCH066,LOC001,DEV037,NetBanking,Success,0
TXN03007,CUST0443,ACC0443,2024-09-09,11633.66,Debit,MERCH080,LOC041,DEV022,Card,Success,0
TXN03008,CUST0003,ACC0003,2024-02-23,18136.28,Debit,MERCH044,LOC017,DEV097,UPI,Success,0
TXN03009,CUST0294,ACC0294,2023-08-11,38585.84,Debit,MERCH095,LOC006,DEV078,Card,Success,0
TXN03010,CUST0025,ACC0025,2023-04-01,7569.56,Debit,MERCH043,LOC024,DEV132,NetBanking,Success,0
TXN03011,CUST0488,ACC0488,2024-10-12,29166.19,Debit,MERCH098,LOC039,DEV117,Card,Success,0
TXN03012,CUST0052,ACC0052,2024-05-19,46450.91,Credit,MERCH045,LOC027,DEV129,UPI,Success,0
TXN03013,CUST0232,ACC0232,2023-02-28,44667.92,Debit,MERCH090,LOC025,DEV002,Card,Success,0
TXN03014,CUST0169,ACC0169,2023-04-06,48160.66,Debit,MERCH058,LOC025,DEV144,Card,Success,0
TXN03015,CUST0133,ACC0133,2023-04-29,37814.91,Credit,MERCH060,LOC043,DEV112,Card,Failed,0
TXN03016,CUST0440,ACC0440,2023-03-04,519.03,Debit,MERCH084,LOC046,DEV151,Card,Success,0
TXN03017,CUST0410,ACC0410,2024-04-10,33832.3,Debit,MERCH098,LOC016,DEV012,UPI,Failed,0
TXN03018,CUST0117,ACC0117,2023-08-20,8893.5,Credit,MERCH043,LOC049,DEV128,NetBanking,Failed,0
TXN03019,CUST0459,ACC0459,2023-09-28,49727.52,Debit,MERCH036,LOC035,DEV012,Card,Success,0
TXN03020,CUST0301,ACC0301,2023-11-07,35060.43,Debit,MERCH045,LOC025,DEV006,Card,Success,0
TXN03021,CUST0439,ACC0439,2023-12-16,42264.02,Credit,MERCH100,LOC038,DEV093,UPI,Success,0
TXN03022,CUST0419,ACC0419,2024-08-16,35920.05,Credit,MERCH016,LOC007,DEV028,Card,Failed,0
TXN03023,CUST0027,ACC0027,2024-05-10,47670.49,Credit,MERCH040,LOC029,DEV093,NetBanking,Failed,0
TXN03024,CUST0149,ACC0149,2024-11-20,37171.83,Debit,MERCH020,LOC033,DEV145,Card,Failed,0
TXN03025,CUST0405,ACC0405,2024-04-11,7627.45,Debit,MERCH035,LOC044,DEV007,Card,Success,0
TXN03026,CUST0389,ACC0389,2023-07-28,29019.5,Debit,MERCH068,LOC023,DEV190,NetBanking,Failed,0
TXN03027,CUST0214,ACC0214,2023-01-12,42150.41,Debit,MERCH009,LOC014,DEV133,Card,Failed,0
TXN03028,CUST0068,ACC0068,2024-02-24,39100.3,Debit,MERCH057,LOC030,DEV113,Card,Failed,0
TXN03029,CUST0306,ACC0306,2024-01-19,23445.95,Credit,MERCH064,LOC030,DEV151,UPI,Success,0
TXN03030,CUST0095,ACC0095,2024-03-30,3534.47,Debit,MERCH098,LOC016,DEV092,UPI,Failed,0
TXN03031,CUST0064,ACC0064,2023-05-14,27717.24,Debit,MERCH005,LOC027,DEV139,Card,Success,0
TXN03032,CUST0496,ACC0496,2024-10-30,45818.52,Debit,MERCH088,LOC050,DEV062,Card,Success,0
TXN03033,CUST0027,ACC0027,2023-05-27,10822.97,Debit,MERCH003,LOC026,DEV182,NetBanking,Success,0
TXN03034,CUST0456,ACC0456,2023-01-29,41734.2,Debit,MERCH001,LOC026,DEV157,Card,Success,0
TXN03035,CUST0177,ACC0177,2024-11-01,6569.21,Credit,MERCH042,LOC050,DEV036,Card,Failed,0
TXN03036,CUST0307,ACC0307,2023-11-09,4562.68,Debit,MERCH007,LOC003,DEV098,NetBanking,Success,0
TXN03037,CUST0442,ACC0442,2023-09-29,12727.73,Debit,MERCH100,LOC022,DEV063,NetBanking,Success,0
TXN03038,CUST0055,ACC0055,2023-04-30,48094.24,Debit,MERCH045,LOC020,DEV037,NetBanking,Success,0
TXN03039,CUST0272,ACC0272,2023-01-07,16232.97,Credit,MERCH047,LOC022,DEV008,Card,Success,0
TXN03040,CUST0246,ACC0246,2024-07-24,42989.01,Credit,MERCH004,LOC044,DEV047,Card,Failed,0
TXN03041,CUST0022,ACC0022,2023-08-23,36119.23,Debit,MERCH010,LOC031,DEV009,UPI,Success,0
TXN03042,CUST0462,ACC0462,2023-04-06,31090.53,Credit,MERCH027,LOC038,DEV199,Card,Failed,0
TXN03043,CUST0296,ACC0296,2024-11-08,6629.34,Credit,MERCH067,LOC032,DEV052,Card,Success,0
TXN03044,CUST0424,ACC0424,2024-12-17,3860.62,Debit,MERCH023,LOC037,DEV029,UPI,Success,0
TXN03045,CUST0243,ACC0243,2024-11-13,28893.0,Debit,MERCH031,LOC013,DEV195,Card,Success,0
TXN03046,CUST0094,ACC0094,2024-07-08,27857.56,Credit,MERCH011,LOC045,DEV011,UPI,Success,1
TXN03047,CUST0092,ACC0092,2024-06-23,24409.03,Debit,MERCH019,LOC044,DEV041,Card,Success,0
TXN03048,CUST0375,ACC0375,2024-12-21,32821.37,Debit,MERCH047,LOC020,DEV094,UPI,Failed,0
TXN03049,CUST0485,ACC0485,2023-10-06,3387.82,Credit,MERCH090,LOC005,DEV015,Card,Success,0
TXN03050,CUST0445,ACC0445,2023-10-03,20319.25,Credit,MERCH003,LOC050,DEV026,UPI,Success,0
TXN03051,CUST0183,ACC0183,2023-06-25,20317.4,Credit,MERCH007,LOC015,DEV185,NetBanking,Success,0
TXN03052,CUST0204,ACC0204,2023-02-26,24090.01,Debit,MERCH074,LOC024,DEV130,Card,Success,0
TXN03053,CUST0488,ACC0488,2024-05-20,7130.85,Debit,MERCH069,LOC046,DEV165,UPI,Failed,0
TXN03054,CUST0006,ACC0006,2024-03-12,2496.27,Debit,MERCH077,LOC010,DEV059,UPI,Success,0
TXN03055,CUST0069,ACC0069,2024-02-15,24297.06,Debit,MERCH059,LOC001,DEV025,Card,Success,0
TXN03056,CUST0187,ACC0187,2023-02-15,36132.23,Credit,MERCH078,LOC031,DEV172,NetBanking,Failed,0
TXN03057,CUST0068,ACC0068,2023-01-29,30890.39,Debit,MERCH072,LOC010,DEV141,Card,Success,0
TXN03058,CUST0371,ACC0371,2023-12-28,6360.08,Debit,MERCH001,LOC018,DEV148,UPI,Failed,0
TXN03059,CUST0332,ACC0332,2023-07-22,37709.84,Debit,MERCH014,LOC022,DEV138,NetBanking,Success,0
TXN03060,CUST0494,ACC0494,2024-10-08,45432.29,Debit,MERCH028,LOC039,DEV166,Card,Success,0
TXN03061,CUST0228,ACC0228,2023-03-27,14157.0,Debit,MERCH043,LOC030,DEV078,UPI,Failed,0
TXN03062,CUST0357,ACC0357,2023-04-24,49746.21,Debit,MERCH060,LOC016,DEV150,Card,Success,0
TXN03063,CUST0211,ACC0211,2023-06-12,19304.67,Debit,MERCH023,LOC020,DEV168,Card,Success,0
TXN03064,CUST0295,ACC0295,2024-04-26,36394.48,Credit,MERCH062,LOC011,DEV193,UPI,Failed,0
TXN03065,CUST0133,ACC0133,2023-11-01,9603.9,Debit,MERCH080,LOC030,DEV133,Card,Success,0
TXN03066,CUST0254,ACC0254,2023-06-18,30199.88,Debit,MERCH015,LOC022,DEV104,Card,Failed,0
TXN03067,CUST0386,ACC0386,2024-12-29,42577.91,Debit,MERCH074,LOC004,DEV196,UPI,Success,0
TXN03068,CUST0413,ACC0413,2023-08-20,13547.02,Debit,MERCH061,LOC038,DEV108,NetBanking,Success,0
TXN03069,CUST0493,ACC0493,2023-02-21,31342.89,Debit,MERCH054,LOC045,DEV091,UPI,Success,0
TXN03070,CUST0248,ACC0248,2023-08-22,23920.22,Debit,MERCH089,LOC050,DEV178,UPI,Success,0
TXN03071,CUST0427,ACC0427,2023-05-22,6338.24,Debit,MERCH077,LOC015,DEV014,Card,Success,0
TXN03072,CUST0305,ACC0305,2023-03-28,35905.73,Debit,MERCH019,LOC030,DEV062,Card,Success,0
TXN03073,CUST0056,ACC0056,2024-12-28,5726.76,Debit,MERCH009,LOC017,DEV126,Card,Success,0
TXN03074,CUST0492,ACC0492,2023-12-03,21084.15,Debit,MERCH017,LOC040,DEV058,UPI,Success,0
TXN03075,CUST0112,ACC0112,2023-12-04,30560.43,Credit,MERCH074,LOC035,DEV164,Card,Success,0
TXN03076,CUST0125,ACC0125,2024-10-24,38110.59,Credit,MERCH089,LOC031,DEV123,NetBanking,Failed,0
TXN03077,CUST0409,ACC0409,2023-03-26,49147.76,Debit,MERCH099,LOC011,DEV190,UPI,Success,0
TXN03078,CUST0155,ACC0155,2024-04-21,36443.27,Credit,MERCH093,LOC013,DEV037,UPI,Success,1
TXN03079,CUST0310,ACC0310,2024-07-30,844.17,Debit,MERCH039,LOC030,DEV105,UPI,Failed,0
TXN03080,CUST0035,ACC0035,2024-10-22,15622.62,Credit,MERCH032,LOC048,DEV181,UPI,Failed,0
TXN03081,CUST0167,ACC0167,2023-11-22,13027.39,Debit,MERCH016,LOC026,DEV159,UPI,Success,0
TXN03082,CUST0253,ACC0253,2024-09-05,7223.23,Credit,MERCH047,LOC018,DEV147,UPI,Failed,0
TXN03083,CUST0116,ACC0116,2024-09-28,9862.82,Credit,MERCH028,LOC048,DEV200,UPI,Success,0
TXN03084,CUST0344,ACC0344,2024-08-27,43263.06,Debit,MERCH072,LOC045,DEV057,Card,Failed,0
TXN03085,CUST0172,ACC0172,2024-04-12,9946.49,Debit,MERCH062,LOC015,DEV071,NetBanking,Success,0
TXN03086,CUST0175,ACC0175,2023-09-12,31472.11,Debit,MERCH055,LOC020,DEV026,UPI,Success,0
TXN03087,CUST0433,ACC0433,2023-07-03,7668.73,Debit,MERCH069,LOC024,DEV049,Card,Success,0
TXN03088,CUST0366,ACC0366,2024-04-14,7906.26,Debit,MERCH010,LOC026,DEV013,UPI,Success,0
TXN03089,CUST0065,ACC0065,2023-09-12,41083.89,Debit,MERCH012,LOC024,DEV092,Card,Success,0
TXN03090,CUST0167,ACC0167,2024-07-01,42967.01,Debit,MERCH020,LOC042,DEV176,UPI,Success,0
TXN03091,CUST0346,ACC0346,2023-11-03,47317.85,Debit,MERCH080,LOC011,DEV096,Card,Success,0
TXN03092,CUST0417,ACC0417,2024-01-17,42799.75,Debit,MERCH005,LOC032,DEV198,UPI,Success,0
TXN03093,CUST0265,ACC0265,2023-03-19,29339.81,Debit,MERCH096,LOC015,DEV187,UPI,Success,0
TXN03094,CUST0353,ACC0353,2023-11-14,30581.46,Debit,MERCH015,LOC022,DEV178,Card,Failed,0
TXN03095,CUST0255,ACC0255,2023-11-18,17929.22,Credit,MERCH030,LOC012,DEV132,UPI,Failed,0
TXN03096,CUST0324,ACC0324,2024-10-27,6616.47,Credit,MERCH056,LOC008,DEV191,Card,Success,1
TXN03097,CUST0211,ACC0211,2023-05-18,42276.53,Debit,MERCH031,LOC021,DEV034,UPI,Failed,0
TXN03098,CUST0005,ACC0005,2023-01-01,22937.16,Debit,MERCH008,LOC021,DEV156,UPI,Success,0
TXN03099,CUST0288,ACC0288,2024-11-06,19301.34,Credit,MERCH059,LOC005,DEV079,Card,Failed,0
TXN03100,CUST0098,ACC0098,2024-12-03,10827.81,Debit,MERCH076,LOC003,DEV028,Card,Success,0
TXN03101,CUST0023,ACC0023,2023-03-22,45827.21,Debit,MERCH077,LOC010,DEV125,Card,Success,0
TXN03102,CUST0426,ACC0426,2024-06-09,26246.03,Debit,MERCH051,LOC043,DEV030,NetBanking,Success,1
TXN03103,CUST0198,ACC0198,2023-09-06,27765.39,Credit,MERCH091,LOC035,DEV188,UPI,Failed,0
TXN03104,CUST0181,ACC0181,2023-04-01,26395.74,Credit,MERCH081,LOC003,DEV170,Card,Success,0
TXN03105,CUST0303,ACC0303,2024-01-26,16736.87,Debit,MERCH062,LOC012,DEV135,Card,Failed,0
TXN03106,CUST0018,ACC0018,2023-01-13,23984.41,Credit,MERCH093,LOC041,DEV142,UPI,Success,0
TXN03107,CUST0058,ACC0058,2024-11-20,33454.79,Credit,MERCH059,LOC014,DEV091,Card,Success,0
TXN03108,CUST0216,ACC0216,2023-10-17,936.24,Debit,MERCH029,LOC004,DEV197,NetBanking,Success,0
TXN03109,CUST0205,ACC0205,2024-09-10,22200.06,Debit,MERCH045,LOC019,DEV156,NetBanking,Success,0
TXN03110,CUST0281,ACC0281,2023-07-29,20612.22,Debit,MERCH062,LOC017,DEV145,UPI,Failed,0
TXN03111,CUST0019,ACC0019,2024-03-21,18976.96,Credit,MERCH048,LOC005,DEV144,NetBanking,Failed,0
TXN03112,CUST0173,ACC0173,2024-05-18,44666.11,Credit,MERCH006,LOC023,DEV172,UPI,Success,0
TXN03113,CUST0312,ACC0312,2024-01-10,41060.29,Debit,MERCH012,LOC033,DEV013,UPI,Success,0
TXN03114,CUST0470,ACC0470,2024-10-02,32808.26,Debit,MERCH018,LOC023,DEV136,UPI,Success,0
TXN03115,CUST0428,ACC0428,2023-12-21,21454.69,Debit,MERCH091,LOC031,DEV124,UPI,Failed,0
TXN03116,CUST0407,ACC0407,2023-09-05,970.5,Debit,MERCH064,LOC045,DEV143,UPI,Failed,0
TXN03117,CUST0247,ACC0247,2023-04-21,29615.54,Credit,MERCH071,LOC031,DEV173,UPI,Success,0
TXN03118,CUST0079,ACC0079,2023-01-13,42613.09,Debit,MERCH048,LOC019,DEV087,UPI,Success,0
TXN03119,CUST0165,ACC0165,2023-01-25,32926.3,Debit,MERCH096,LOC047,DEV010,Card,Success,0
TXN03120,CUST0341,ACC0341,2024-07-31,29328.15,Debit,MERCH052,LOC041,DEV118,NetBanking,Failed,0
TXN03121,CUST0122,ACC0122,2024-06-16,25524.59,Debit,MERCH013,LOC026,DEV055,UPI,Failed,0
TXN03122,CUST0007,ACC0007,2023-07-27,39926.78,Debit,MERCH008,LOC002,DEV008,Card,Success,0
TXN03123,CUST0298,ACC0298,2023-03-23,14587.93,Debit,MERCH029,LOC002,DEV126,Card,Success,0
TXN03124,CUST0355,ACC0355,2023-10-12,5362.51,Credit,MERCH053,LOC049,DEV100,NetBanking,Success,0
TXN03125,CUST0079,ACC0079,2024-06-08,30978.9,Debit,MERCH049,LOC011,DEV038,UPI,Success,0
TXN03126,CUST0173,ACC0173,2023-06-08,22644.46,Credit,MERCH017,LOC016,DEV010,Card,Success,1
TXN03127,CUST0067,ACC0067,2023-08-18,44837.15,Debit,MERCH060,LOC029,DEV027,Card,Success,0
TXN03128,CUST0095,ACC0095,2024-01-04,3986.68,Debit,MERCH067,LOC041,DEV043,Card,Success,0
TXN03129,CUST0396,ACC0396,2024-06-03,44133.96,Debit,MERCH056,LOC003,DEV182,UPI,Success,0
TXN03130,CUST0278,ACC0278,2023-04-28,42497.55,Debit,MERCH068,LOC036,DEV076,UPI,Failed,0
TXN03131,CUST0395,ACC0395,2023-10-10,24321.41,Debit,MERCH025,LOC027,DEV022,NetBanking,Failed,0
TXN03132,CUST0168,ACC0168,2023-05-24,23708.09,Debit,MERCH020,LOC001,DEV038,NetBanking,Success,0
TXN03133,CUST0082,ACC0082,2023-09-23,34719.28,Debit,MERCH025,LOC047,DEV019,UPI,Failed,0
TXN03134,CUST0126,ACC0126,2024-04-17,11773.54,Debit,MERCH010,LOC008,DEV137,UPI,Success,0
TXN03135,CUST0017,ACC0017,2024-12-13,7667.35,Debit,MERCH078,LOC049,DEV064,Card,Success,0
TXN03136,CUST0343,ACC0343,2024-08-10,20467.77,Debit,MERCH012,LOC033,DEV146,Card,Success,0
TXN03137,CUST0427,ACC0427,2023-05-08,41549.42,Debit,MERCH049,LOC043,DEV174,NetBanking,Success,0
TXN03138,CUST0307,ACC0307,2023-05-27,44425.12,Credit,MERCH006,LOC015,DEV068,Card,Success,0
TXN03139,CUST0041,ACC0041,2023-10-15,4707.16,Debit,MERCH072,LOC041,DEV027,UPI,Success,0
TXN03140,CUST0160,ACC0160,2023-01-10,47441.43,Debit,MERCH082,LOC008,DEV114,Card,Success,0
TXN03141,CUST0448,ACC0448,2024-08-24,33442.4,Debit,MERCH005,LOC033,DEV093,Card,Failed,0
TXN03142,CUST0213,ACC0213,2023-01-02,28647.61,Debit,MERCH059,LOC007,DEV076,Card,Failed,0
TXN03143,CUST0339,ACC0339,2024-05-30,22965.63,Debit,MERCH034,LOC023,DEV196,UPI,Success,0
TXN03144,CUST0467,ACC0467,2024-02-04,13624.73,Debit,MERCH085,LOC031,DEV154,Card,Success,0
TXN03145,CUST0138,ACC0138,2023-02-25,22776.95,Debit,MERCH058,LOC017,DEV067,Card,Success,0
TXN03146,CUST0317,ACC0317,2024-10-04,29052.19,Credit,MERCH030,LOC016,DEV156,NetBanking,Success,0
TXN03147,CUST0055,ACC0055,2024-12-26,11476.53,Debit,MERCH081,LOC026,DEV077,NetBanking,Success,0
TXN03148,CUST0037,ACC0037,2023-01-05,41681.11,Debit,MERCH058,LOC023,DEV060,UPI,Success,0
TXN03149,CUST0482,ACC0482,2023-03-08,35156.01,Debit,MERCH051,LOC016,DEV023,NetBanking,Success,0
TXN03150,CUST0351,ACC0351,2023-02-07,4106.65,Credit,MERCH013,LOC011,DEV083,NetBanking,Success,0
TXN03151,CUST0116,ACC0116,2024-02-10,1920.72,Debit,MERCH038,LOC034,DEV103,Card,Success,0
TXN03152,CUST0238,ACC0238,2024-09-05,15050.67,Credit,MERCH067,LOC005,DEV120,NetBanking,Success,0
TXN03153,CUST0007,ACC0007,2024-10-27,12360.5,Debit,MERCH059,LOC030,DEV002,UPI,Success,0
TXN03154,CUST0386,ACC0386,2023-03-15,22253.56,Credit,MERCH040,LOC039,DEV051,UPI,Success,0
TXN03155,CUST0415,ACC0415,2023-07-26,40802.87,Credit,MERCH010,LOC029,DEV028,UPI,Success,0
TXN03156,CUST0294,ACC0294,2024-12-21,37956.54,Debit,MERCH022,LOC006,DEV069,UPI,Success,0
TXN03157,CUST0147,ACC0147,2023-10-28,4352.24,Debit,MERCH058,LOC018,DEV059,Card,Failed,0
TXN03158,CUST0119,ACC0119,2023-08-27,33295.89,Debit,MERCH090,LOC022,DEV096,NetBanking,Failed,0
TXN03159,CUST0482,ACC0482,2023-06-15,11479.15,Credit,MERCH094,LOC015,DEV093,UPI,Success,0
TXN03160,CUST0125,ACC0125,2023-01-02,43827.88,Debit,MERCH052,LOC023,DEV055,UPI,Success,0
TXN03161,CUST0369,ACC0369,2024-01-31,35895.77,Credit,MERCH031,LOC007,DEV117,NetBanking,Failed,0
TXN03162,CUST0111,ACC0111,2024-08-04,43459.21,Debit,MERCH092,LOC047,DEV039,Card,Success,0
TXN03163,CUST0476,ACC0476,2023-07-20,39649.35,Debit,MERCH043,LOC043,DEV063,NetBanking,Failed,0
TXN03164,CUST0428,ACC0428,2024-09-28,7714.02,Credit,MERCH085,LOC006,DEV067,Card,Failed,0
TXN03165,CUST0360,ACC0360,2023-03-22,49552.1,Debit,MERCH098,LOC031,DEV156,UPI,Success,0
TXN03166,CUST0200,ACC0200,2024-03-26,46864.42,Debit,MERCH083,LOC007,DEV123,Card,Success,0
TXN03167,CUST0447,ACC0447,2023-08-23,41246.59,Debit,MERCH016,LOC025,DEV035,Card,Success,0
TXN03168,CUST0174,ACC0174,2023-01-26,19690.41,Debit,MERCH051,LOC020,DEV103,NetBanking,Success,0
TXN03169,CUST0107,ACC0107,2024-08-29,26778.98,Credit,MERCH038,LOC043,DEV161,NetBanking,Success,0
TXN03170,CUST0331,ACC0331,2023-12-02,18062.93,Debit,MERCH017,LOC031,DEV179,UPI,Success,0
TXN03171,CUST0431,ACC0431,2023-04-12,36228.72,Credit,MERCH017,LOC039,DEV167,Card,Success,0
TXN03172,CUST0029,ACC0029,2023-12-04,1241.49,Credit,MERCH086,LOC006,DEV029,UPI,Success,1
TXN03173,CUST0342,ACC0342,2023-02-26,4204.05,Credit,MERCH075,LOC030,DEV050,Card,Success,0
TXN03174,CUST0288,ACC0288,2023-09-22,39399.68,Debit,MERCH030,LOC001,DEV013,NetBanking,Success,0
TXN03175,CUST0345,ACC0345,2024-07-23,25624.09,Debit,MERCH074,LOC040,DEV014,UPI,Failed,0
TXN03176,CUST0392,ACC0392,2024-11-27,34345.59,Credit,MERCH017,LOC013,DEV173,NetBanking,Failed,0
TXN03177,CUST0478,ACC0478,2023-08-12,3725.14,Debit,MERCH060,LOC041,DEV063,Card,Success,0
TXN03178,CUST0322,ACC0322,2024-02-27,42811.11,Debit,MERCH009,LOC039,DEV036,Card,Failed,0
TXN03179,CUST0065,ACC0065,2023-03-15,38616.4,Debit,MERCH028,LOC049,DEV021,NetBanking,Success,1
TXN03180,CUST0270,ACC0270,2024-02-12,41106.27,Credit,MERCH009,LOC041,DEV162,UPI,Failed,0
TXN03181,CUST0322,ACC0322,2023-08-17,41432.08,Debit,MERCH034,LOC049,DEV030,UPI,Failed,0
TXN03182,CUST0354,ACC0354,2024-10-04,21846.28,Credit,MERCH081,LOC040,DEV152,UPI,Success,0
TXN03183,CUST0034,ACC0034,2024-02-28,42388.45,Debit,MERCH019,LOC015,DEV148,Card,Success,0
TXN03184,CUST0342,ACC0342,2023-03-11,35665.2,Debit,MERCH069,LOC010,DEV163,UPI,Success,0
TXN03185,CUST0413,ACC0413,2024-02-16,40261.91,Debit,MERCH078,LOC016,DEV119,UPI,Failed,0
TXN03186,CUST0299,ACC0299,2023-09-24,30270.42,Debit,MERCH041,LOC012,DEV158,NetBanking,Success,0
TXN03187,CUST0213,ACC0213,2023-09-21,12944.0,Debit,MERCH096,LOC041,DEV110,NetBanking,Success,0
TXN03188,CUST0393,ACC0393,2024-12-21,36495.82,Debit,MERCH029,LOC015,DEV012,Card,Success,0
TXN03189,CUST0219,ACC0219,2023-09-21,1264.19,Debit,MERCH062,LOC006,DEV086,NetBanking,Success,0
TXN03190,CUST0163,ACC0163,2024-12-20,17418.61,Credit,MERCH068,LOC031,DEV157,UPI,Success,0
TXN03191,CUST0027,ACC0027,2023-06-25,46118.6,Debit,MERCH094,LOC018,DEV100,NetBanking,Success,1
TXN03192,CUST0489,ACC0489,2023-08-30,23424.71,Credit,MERCH051,LOC026,DEV186,UPI,Success,0
TXN03193,CUST0012,ACC0012,2023-08-10,7330.42,Debit,MERCH001,LOC012,DEV160,Card,Success,0
TXN03194,CUST0164,ACC0164,2023-12-19,32911.8,Credit,MERCH099,LOC015,DEV185,NetBanking,Failed,0
TXN03195,CUST0234,ACC0234,2024-08-07,9818.49,Credit,MERCH009,LOC037,DEV165,Card,Success,0
TXN03196,CUST0418,ACC0418,2023-05-30,12780.05,Debit,MERCH062,LOC044,DEV056,Card,Success,0
TXN03197,CUST0201,ACC0201,2024-04-11,641.88,Credit,MERCH051,LOC042,DEV119,NetBanking,Success,0
TXN03198,CUST0442,ACC0442,2024-03-17,5248.44,Debit,MERCH021,LOC014,DEV054,UPI,Success,0
TXN03199,CUST0016,ACC0016,2023-01-15,27174.87,Credit,MERCH066,LOC045,DEV038,Card,Success,1
TXN03200,CUST0296,ACC0296,2023-06-20,31432.52,Debit,MERCH029,LOC011,DEV029,NetBanking,Failed,0
TXN03201,CUST0021,ACC0021,2024-04-28,34163.45,Debit,MERCH057,LOC015,DEV184,NetBanking,Success,0
TXN03202,CUST0219,ACC0219,2023-12-28,38136.71,Debit,MERCH061,LOC009,DEV002,Card,Success,0
TXN03203,CUST0033,ACC0033,2024-09-23,22487.0,Debit,MERCH033,LOC044,DEV018,UPI,Success,0
TXN03204,CUST0224,ACC0224,2024-11-29,35837.67,Credit,MERCH042,LOC005,DEV041,Card,Success,0
TXN03205,CUST0320,ACC0320,2023-12-02,17706.45,Debit,MERCH011,LOC003,DEV132,UPI,Success,0
TXN03206,CUST0059,ACC0059,2024-09-25,15213.55,Debit,MERCH023,LOC014,DEV177,NetBanking,Success,0
TXN03207,CUST0025,ACC0025,2023-01-14,10529.71,Credit,MERCH042,LOC003,DEV040,UPI,Success,0
TXN03208,CUST0382,ACC0382,2024-10-31,26470.91,Debit,MERCH082,LOC018,DEV051,UPI,Success,0
TXN03209,CUST0234,ACC0234,2023-12-05,40353.59,Debit,MERCH099,LOC037,DEV037,NetBanking,Failed,0
TXN03210,CUST0435,ACC0435,2024-07-27,1555.29,Debit,MERCH091,LOC026,DEV057,NetBanking,Failed,0
TXN03211,CUST0064,ACC0064,2024-03-08,42019.68,Credit,MERCH094,LOC044,DEV079,Card,Failed,0
TXN03212,CUST0005,ACC0005,2023-09-12,10356.75,Debit,MERCH033,LOC005,DEV005,UPI,Success,0
TXN03213,CUST0200,ACC0200,2023-04-12,21822.91,Credit,MERCH070,LOC019,DEV075,Card,Success,1
TXN03214,CUST0404,ACC0404,2023-12-06,27638.34,Debit,MERCH039,LOC010,DEV149,UPI,Success,0
TXN03215,CUST0485,ACC0485,2024-02-27,41515.27,Debit,MERCH016,LOC023,DEV002,UPI,Success,0
TXN03216,CUST0163,ACC0163,2023-01-19,32727.14,Credit,MERCH099,LOC013,DEV032,Card,Success,0
TXN03217,CUST0169,ACC0169,2023-06-16,35432.0,Debit,MERCH018,LOC043,DEV142,Card,Success,0
TXN03218,CUST0479,ACC0479,2023-02-19,16252.64,Debit,MERCH083,LOC029,DEV163,NetBanking,Failed,0
TXN03219,CUST0156,ACC0156,2023-08-29,17524.58,Debit,MERCH052,LOC012,DEV088,Card,Success,0
TXN03220,CUST0383,ACC0383,2024-11-23,9963.94,Debit,MERCH043,LOC050,DEV041,Card,Success,0
TXN03221,CUST0419,ACC0419,2023-11-29,16001.1,Debit,MERCH058,LOC046,DEV140,Card,Failed,0
TXN03222,CUST0283,ACC0283,2024-07-05,8899.56,Debit,MERCH036,LOC035,DEV151,UPI,Success,0
TXN03223,CUST0010,ACC0010,2023-09-01,1042.61,Debit,MERCH016,LOC035,DEV111,Card,Failed,0
TXN03224,CUST0035,ACC0035,2023-11-13,41349.52,Debit,MERCH090,LOC022,DEV178,UPI,Success,0
TXN03225,CUST0394,ACC0394,2023-10-30,33054.51,Debit,MERCH046,LOC037,DEV105,Card,Success,0
TXN03226,CUST0227,ACC0227,2023-11-25,22273.62,Debit,MERCH058,LOC038,DEV141,NetBanking,Success,0
TXN03227,CUST0115,ACC0115,2023-01-19,35446.63,Credit,MERCH019,LOC029,DEV065,Card,Failed,0
TXN03228,CUST0167,ACC0167,2024-11-30,5248.79,Debit,MERCH074,LOC030,DEV010,Card,Success,0
TXN03229,CUST0409,ACC0409,2023-04-22,43915.82,Debit,MERCH026,LOC025,DEV182,UPI,Success,0
TXN03230,CUST0268,ACC0268,2024-09-01,38853.77,Debit,MERCH056,LOC044,DEV192,UPI,Success,0
TXN03231,CUST0037,ACC0037,2023-05-14,33597.37,Debit,MERCH064,LOC018,DEV100,NetBanking,Success,0
TXN03232,CUST0463,ACC0463,2023-04-19,37036.66,Credit,MERCH082,LOC022,DEV179,UPI,Success,0
TXN03233,CUST0202,ACC0202,2023-02-19,45622.65,Debit,MERCH096,LOC035,DEV133,UPI,Failed,0
TXN03234,CUST0347,ACC0347,2023-12-28,44131.61,Debit,MERCH066,LOC042,DEV027,UPI,Failed,0
TXN03235,CUST0280,ACC0280,2023-09-22,38808.32,Credit,MERCH090,LOC016,DEV014,NetBanking,Failed,0
TXN03236,CUST0365,ACC0365,2024-08-05,477.22,Credit,MERCH037,LOC040,DEV150,UPI,Success,0
TXN03237,CUST0314,ACC0314,2024-10-31,41201.93,Debit,MERCH088,LOC042,DEV169,Card,Failed,0
